Time,Open,High,Low,Close,Volume
2024-03-01 10:15:00,1.08048,1.08054,1.07992,1.08006,4863
2024-03-01 10:30:00,1.08006,1.08088,1.07984,1.0808,3411
2024-03-01 10:45:00,1.0808,1.08111,1.08076,1.08104,2760
2024-03-01 11:00:00,1.08105,1.08185,1.08102,1.0815,2639
2024-03-01 11:15:00,1.08149,1.08163,1.08132,1.08148,3120
2024-03-01 11:30:00,1.08149,1.0819,1.08148,1.08184,2643
2024-03-01 11:45:00,1.08185,1.08191,1.08166,1.08187,2316
2024-03-01 12:00:00,1.08187,1.08237,1.08175,1.08228,2465
2024-03-01 12:15:00,1.08228,1.08247,1.08213,1.08213,2023
2024-03-01 12:30:00,1.08213,1.08227,1.08191,1.082,4698
2024-03-01 12:45:00,1.08199,1.08214,1.08119,1.08129,3089
2024-03-01 13:00:00,1.08128,1.08144,1.08111,1.08122,2429
2024-03-01 13:15:00,1.08124,1.08127,1.08078,1.0811,2833
2024-03-01 13:30:00,1.0811,1.08153,1.08089,1.08107,4993
2024-03-01 13:45:00,1.08107,1.08142,1.08104,1.08127,2778
2024-03-01 14:00:00,1.08127,1.08158,1.0811,1.08149,3548
2024-03-01 14:15:00,1.0815,1.08206,1.08124,1.08133,2801
2024-03-01 14:30:00,1.08134,1.0817,1.08076,1.08103,3879
2024-03-01 14:45:00,1.08103,1.08103,1.07981,1.07999,6080
2024-03-01 15:00:00,1.08,1.08222,1.08,1.08203,17161
2024-03-01 15:15:00,1.08204,1.08406,1.08202,1.08394,12819
2024-03-01 15:30:00,1.08395,1.08416,1.08329,1.0836,8559
2024-03-01 15:45:00,1.08361,1.08409,1.08335,1.0835,7419
2024-03-01 16:00:00,1.08349,1.08368,1.08305,1.08327,3780
2024-03-01 16:15:00,1.08327,1.08345,1.08233,1.08248,2317
2024-03-01 16:30:00,1.08249,1.08315,1.08249,1.08309,1699
2024-03-01 16:45:00,1.08309,1.08345,1.08295,1.0831,1645
2024-03-01 17:00:00,1.08309,1.08365,1.08288,1.0836,1466
2024-03-01 17:15:00,1.08359,1.08367,1.08342,1.08359,1228
2024-03-01 17:30:00,1.08358,1.08383,1.08357,1.08363,989
2024-03-01 17:45:00,1.08364,1.08398,1.08362,1.08376,1006
2024-03-01 18:00:00,1.08376,1.0839,1.08315,1.08369,2702
2024-03-01 18:15:00,1.0837,1.08388,1.08337,1.08369,1589
2024-03-01 18:30:00,1.08371,1.08417,1.08363,1.08416,1702
2024-03-01 18:45:00,1.08416,1.08424,1.08372,1.084,1927
2024-03-01 19:00:00,1.084,1.08427,1.08398,1.08416,1942
2024-03-01 19:15:00,1.08417,1.0842,1.08399,1.08417,1382
2024-03-01 19:30:00,1.08418,1.08432,1.0839,1.08393,1972
2024-03-01 19:45:00,1.08391,1.08428,1.08381,1.08412,1457
2024-03-01 20:00:00,1.08412,1.08412,1.08355,1.08363,1457
2024-03-01 20:15:00,1.08362,1.08374,1.08352,1.08354,597
2024-03-01 20:30:00,1.08353,1.08361,1.08348,1.08359,658
2024-03-01 20:45:00,1.0836,1.08383,1.08357,1.08373,1369
2024-03-01 21:00:00,1.08373,1.08375,1.08346,1.08349,1627
2024-03-01 21:15:00,1.0835,1.08364,1.08333,1.08364,1444
2024-03-01 21:30:00,1.08363,1.08398,1.08361,1.08386,1019
2024-03-01 21:45:00,1.08386,1.08405,1.08368,1.08368,1733
2024-03-03 22:00:00,1.08359,1.08393,1.0835,1.08381,161
2024-03-03 22:15:00,1.0839,1.08397,1.08375,1.0839,753
2024-03-03 22:30:00,1.08389,1.08399,1.08383,1.08396,1836
2024-03-03 22:45:00,1.08396,1.08425,1.08373,1.08398,1837
2024-03-03 23:00:00,1.08397,1.0843,1.08397,1.08424,1521
2024-03-03 23:15:00,1.08424,1.08437,1.08422,1.08428,814
2024-03-03 23:30:00,1.08429,1.0844,1.08424,1.08424,1674
2024-03-03 23:45:00,1.08425,1.08426,1.08411,1.08416,1196
2024-03-04 00:00:00,1.08417,1.08433,1.08407,1.08432,767
2024-03-04 00:15:00,1.08432,1.08446,1.0843,1.08445,1023
2024-03-04 00:30:00,1.08445,1.0848,1.08443,1.08478,1068
2024-03-04 00:45:00,1.08477,1.08479,1.08453,1.08457,2075
2024-03-04 01:00:00,1.08458,1.08458,1.08419,1.08427,1272
2024-03-04 01:15:00,1.08428,1.08444,1.08426,1.08433,990
2024-03-04 01:30:00,1.08435,1.08435,1.08401,1.08401,924
2024-03-04 01:45:00,1.084,1.08412,1.08385,1.084,1442
2024-03-04 02:00:00,1.08401,1.08412,1.08385,1.0841,797
2024-03-04 02:15:00,1.08411,1.08438,1.0841,1.08437,824
2024-03-04 02:30:00,1.08436,1.08458,1.08432,1.08447,735
2024-03-04 02:45:00,1.08446,1.08457,1.08446,1.08453,1133
2024-03-04 03:00:00,1.08454,1.08457,1.08421,1.08427,1547
2024-03-04 03:15:00,1.08427,1.0845,1.08427,1.08439,814
2024-03-04 03:30:00,1.08438,1.08444,1.08428,1.08434,330
2024-03-04 03:45:00,1.08435,1.08446,1.08435,1.08438,287
2024-03-04 04:00:00,1.0844,1.08457,1.08438,1.08448,291
2024-03-04 04:15:00,1.08448,1.08453,1.08445,1.08446,300
2024-03-04 04:30:00,1.08445,1.08451,1.08441,1.08443,466
2024-03-04 04:45:00,1.08446,1.08449,1.08431,1.08436,619
2024-03-04 05:00:00,1.08435,1.08465,1.08434,1.08458,854
2024-03-04 05:15:00,1.08458,1.08468,1.08455,1.08458,405
2024-03-04 05:30:00,1.08457,1.08463,1.08437,1.08437,392
2024-03-04 05:45:00,1.08437,1.08448,1.08428,1.08443,641
2024-03-04 06:00:00,1.08443,1.08457,1.0843,1.08448,797
2024-03-04 06:15:00,1.08447,1.08458,1.08438,1.08442,828
2024-03-04 06:30:00,1.0844,1.08473,1.08437,1.08453,991
2024-03-04 06:45:00,1.08456,1.08478,1.08456,1.08469,541
2024-03-04 07:00:00,1.0847,1.08527,1.0847,1.08518,1493
2024-03-04 07:15:00,1.08518,1.08518,1.08469,1.08478,1667
2024-03-04 07:30:00,1.08481,1.08497,1.08451,1.08491,2352
2024-03-04 07:45:00,1.08492,1.08539,1.08492,1.08537,1586
2024-03-04 08:00:00,1.08537,1.08578,1.0852,1.08527,2656
2024-03-04 08:15:00,1.08526,1.08526,1.08401,1.08419,2787
2024-03-04 08:30:00,1.08419,1.08434,1.08377,1.08406,2990
2024-03-04 08:45:00,1.08404,1.08466,1.08392,1.08447,2345
2024-03-04 09:00:00,1.08448,1.08462,1.08422,1.08461,1695
2024-03-04 09:15:00,1.08461,1.08476,1.08422,1.08459,1504
2024-03-04 09:30:00,1.08459,1.08518,1.08449,1.085,1670
2024-03-04 09:45:00,1.085,1.0852,1.08477,1.0849,1703
2024-03-04 10:00:00,1.08489,1.08499,1.08458,1.08489,1384
2024-03-04 10:15:00,1.08489,1.0852,1.08488,1.08496,962
2024-03-04 10:30:00,1.08496,1.08544,1.08482,1.08542,1647
2024-03-04 10:45:00,1.08543,1.08549,1.08527,1.08536,1949
2024-03-04 11:00:00,1.08535,1.08553,1.08527,1.08538,1420
2024-03-04 11:15:00,1.08538,1.08547,1.08515,1.08535,2294
2024-03-04 11:30:00,1.08536,1.08568,1.08526,1.08562,1965
2024-03-04 11:45:00,1.08563,1.08569,1.08539,1.08562,1650
2024-03-04 12:00:00,1.08562,1.08575,1.085,1.08509,1709
2024-03-04 12:15:00,1.08508,1.08536,1.08506,1.08527,1724
2024-03-04 12:30:00,1.08526,1.08534,1.08505,1.08521,2912
2024-03-04 12:45:00,1.0852,1.08524,1.08416,1.08425,2857
2024-03-04 13:00:00,1.08426,1.0847,1.08426,1.08465,2036
2024-03-04 13:15:00,1.08465,1.08465,1.08401,1.08431,2727
2024-03-04 13:30:00,1.08431,1.085,1.08428,1.0847,2563
2024-03-04 13:45:00,1.0847,1.0849,1.08434,1.08487,2399
2024-03-04 14:00:00,1.08486,1.08499,1.0845,1.08458,3167
2024-03-04 14:15:00,1.08458,1.08509,1.08458,1.08504,2738
2024-03-04 14:30:00,1.08505,1.08543,1.08495,1.08528,2739
2024-03-04 14:45:00,1.08527,1.08617,1.08526,1.08597,4538
2024-03-04 15:00:00,1.08596,1.08616,1.08554,1.0858,3888
2024-03-04 15:15:00,1.0858,1.08633,1.08561,1.08601,2427
2024-03-04 15:30:00,1.086,1.08622,1.0858,1.0862,2949
2024-03-04 15:45:00,1.08621,1.08636,1.08596,1.08632,2256
2024-03-04 16:00:00,1.08633,1.08667,1.08624,1.08664,2690
2024-03-04 16:15:00,1.08666,1.08666,1.08592,1.08596,2496
2024-03-04 16:30:00,1.08594,1.08609,1.08567,1.08592,2157
2024-03-04 16:45:00,1.08593,1.08619,1.08586,1.08614,1059
2024-03-04 17:00:00,1.08614,1.08615,1.08554,1.08582,2351
2024-03-04 17:15:00,1.08583,1.08623,1.08575,1.08592,1864
2024-03-04 17:30:00,1.08592,1.08604,1.0858,1.08589,1351
2024-03-04 17:45:00,1.08589,1.08592,1.0856,1.08579,1497
2024-03-04 18:00:00,1.08578,1.08606,1.08564,1.08579,946
2024-03-04 18:15:00,1.08579,1.08596,1.08562,1.08574,571
2024-03-04 18:30:00,1.08575,1.08588,1.08566,1.08583,549
2024-03-04 18:45:00,1.08582,1.08582,1.08557,1.08563,800
2024-03-04 19:00:00,1.08564,1.08576,1.08553,1.08559,1174
2024-03-04 19:15:00,1.08559,1.0857,1.08554,1.08562,800
2024-03-04 19:30:00,1.08562,1.0858,1.08553,1.08573,1213
2024-03-04 19:45:00,1.08574,1.08583,1.0856,1.08565,1303
2024-03-04 20:00:00,1.08565,1.08576,1.08563,1.08569,940
2024-03-04 20:15:00,1.08568,1.08577,1.08563,1.08574,1184
2024-03-04 20:30:00,1.08574,1.08594,1.08555,1.08583,2023
2024-03-04 20:45:00,1.08582,1.08582,1.08553,1.08558,2034
2024-03-04 21:00:00,1.08559,1.08571,1.08551,1.08552,1036
2024-03-04 21:15:00,1.08553,1.08558,1.0855,1.08551,207
2024-03-04 21:30:00,1.08551,1.08566,1.0855,1.08558,375
2024-03-04 21:45:00,1.08559,1.08563,1.08549,1.08549,1453
2024-03-04 22:00:00,1.08549,1.08561,1.08526,1.08545,885
2024-03-04 22:15:00,1.08546,1.08569,1.08535,1.08554,5290
2024-03-04 22:30:00,1.08554,1.08556,1.08535,1.08542,4575
2024-03-04 22:45:00,1.08551,1.08564,1.08531,1.08531,840
2024-03-04 23:00:00,1.08533,1.08576,1.08533,1.08565,495
2024-03-04 23:15:00,1.08564,1.0858,1.08554,1.08575,236
2024-03-04 23:30:00,1.08576,1.0858,1.08558,1.08559,515
2024-03-04 23:45:00,1.0856,1.0856,1.0854,1.08541,544
2024-03-05 00:00:00,1.0854,1.08552,1.08529,1.08546,282
2024-03-05 00:15:00,1.08545,1.08547,1.08515,1.08516,359
2024-03-05 00:30:00,1.08516,1.08521,1.08514,1.0852,488
2024-03-05 00:45:00,1.0852,1.08542,1.08516,1.08529,616
2024-03-05 01:00:00,1.0853,1.08546,1.08519,1.08529,799
2024-03-05 01:15:00,1.08528,1.08536,1.08499,1.08518,928
2024-03-05 01:30:00,1.08519,1.08519,1.08495,1.08515,2034
2024-03-05 01:45:00,1.08515,1.08515,1.08475,1.08494,1364
2024-03-05 02:00:00,1.08496,1.08513,1.08488,1.08505,805
2024-03-05 02:15:00,1.08503,1.08513,1.08484,1.085,747
2024-03-05 02:30:00,1.08499,1.08518,1.08499,1.0851,743
2024-03-05 02:45:00,1.0851,1.08511,1.08489,1.085,1032
2024-03-05 03:00:00,1.085,1.08514,1.08495,1.08511,837
2024-03-05 03:15:00,1.08513,1.08525,1.08509,1.08521,727
2024-03-05 03:30:00,1.08521,1.08547,1.08521,1.0854,644
2024-03-05 03:45:00,1.0854,1.08543,1.0853,1.08541,310
2024-03-05 04:00:00,1.08542,1.08542,1.08526,1.08528,412
2024-03-05 04:15:00,1.08528,1.08532,1.0852,1.0853,532
2024-03-05 04:30:00,1.0853,1.08535,1.08501,1.08504,640
2024-03-05 04:45:00,1.08504,1.0851,1.08498,1.08505,418
2024-03-05 05:00:00,1.08504,1.08521,1.08503,1.08521,353
2024-03-05 05:15:00,1.08522,1.08534,1.08517,1.0852,353
2024-03-05 05:30:00,1.0852,1.08541,1.08514,1.08522,699
2024-03-05 05:45:00,1.08522,1.08531,1.08493,1.08528,1136
2024-03-05 06:00:00,1.08529,1.08532,1.08509,1.08512,877
2024-03-05 06:15:00,1.08514,1.08516,1.08479,1.08495,1437
2024-03-05 06:30:00,1.08496,1.08497,1.08462,1.08469,844
2024-03-05 06:45:00,1.08468,1.08487,1.08445,1.08467,1385
2024-03-05 07:00:00,1.08468,1.08512,1.08468,1.08469,1759
2024-03-05 07:15:00,1.0847,1.08486,1.08463,1.08472,1383
2024-03-05 07:30:00,1.08473,1.08475,1.08442,1.08445,2857
2024-03-05 07:45:00,1.08444,1.08463,1.08414,1.08463,2759
2024-03-05 08:00:00,1.08464,1.08508,1.08448,1.08494,3035
2024-03-05 08:15:00,1.08496,1.08518,1.08476,1.08477,2049
2024-03-05 08:30:00,1.08478,1.08494,1.08468,1.08485,1743
2024-03-05 08:45:00,1.08487,1.0849,1.0843,1.08471,2340
2024-03-05 09:00:00,1.0847,1.08535,1.0847,1.08533,1866
2024-03-05 09:15:00,1.08533,1.08558,1.08516,1.08553,1680
2024-03-05 09:30:00,1.08552,1.08557,1.08532,1.08543,1494
2024-03-05 09:45:00,1.08542,1.08542,1.08494,1.08514,2133
2024-03-05 10:00:00,1.08512,1.08534,1.08496,1.08511,2677
2024-03-05 10:15:00,1.08514,1.08549,1.0851,1.08526,1370
2024-03-05 10:30:00,1.08526,1.08536,1.08511,1.08518,916
2024-03-05 10:45:00,1.0852,1.08521,1.08494,1.08502,1313
2024-03-05 11:00:00,1.08501,1.08518,1.08478,1.08503,1365
2024-03-05 11:15:00,1.08504,1.08519,1.08496,1.08518,938
2024-03-05 11:30:00,1.08518,1.08535,1.08506,1.08533,1100
2024-03-05 11:45:00,1.08532,1.08534,1.08481,1.08498,1110
2024-03-05 12:00:00,1.08498,1.08504,1.08462,1.08469,1245
2024-03-05 12:15:00,1.08469,1.08485,1.08468,1.08481,1006
2024-03-05 12:30:00,1.08481,1.08481,1.08456,1.08465,1206
2024-03-05 12:45:00,1.08466,1.08482,1.08459,1.08472,1663
2024-03-05 13:00:00,1.08471,1.08495,1.08458,1.0849,2177
2024-03-05 13:15:00,1.08492,1.08494,1.08431,1.08446,2282
2024-03-05 13:30:00,1.08447,1.08516,1.0842,1.08437,3511
2024-03-05 13:45:00,1.08436,1.08485,1.08427,1.08462,3306
2024-03-05 14:00:00,1.08464,1.08517,1.08459,1.08509,3501
2024-03-05 14:15:00,1.08509,1.08544,1.08489,1.085,3387
2024-03-05 14:30:00,1.08502,1.08515,1.08443,1.08458,3911
2024-03-05 14:45:00,1.08459,1.08466,1.08403,1.08453,3226
2024-03-05 15:00:00,1.08454,1.0876,1.0845,1.08694,12162
2024-03-05 15:15:00,1.08693,1.08743,1.08664,1.08668,6235
2024-03-05 15:30:00,1.08668,1.08739,1.08639,1.08738,3559
2024-03-05 15:45:00,1.08737,1.08748,1.08689,1.08714,3998
2024-03-05 16:00:00,1.08715,1.08719,1.08608,1.08639,3930
2024-03-05 16:15:00,1.08639,1.08686,1.08631,1.08665,2577
2024-03-05 16:30:00,1.08666,1.08679,1.08581,1.08598,3310
2024-03-05 16:45:00,1.08599,1.08618,1.0858,1.08609,2798
2024-03-05 17:00:00,1.08609,1.08623,1.08585,1.08606,1730
2024-03-05 17:15:00,1.08607,1.08644,1.08605,1.0863,1998
2024-03-05 17:30:00,1.08631,1.08635,1.08577,1.08587,1716
2024-03-05 17:45:00,1.08587,1.08609,1.08581,1.08599,1443
2024-03-05 18:00:00,1.08598,1.08599,1.08565,1.08576,1303
2024-03-05 18:15:00,1.08577,1.08581,1.08533,1.08536,1164
2024-03-05 18:30:00,1.08535,1.08571,1.08529,1.08533,1602
2024-03-05 18:45:00,1.08533,1.08537,1.08513,1.08527,1332
2024-03-05 19:00:00,1.08528,1.08551,1.08513,1.08543,1310
2024-03-05 19:15:00,1.08545,1.08576,1.08545,1.08569,1700
2024-03-05 19:30:00,1.08569,1.0857,1.08529,1.08535,1374
2024-03-05 19:45:00,1.08536,1.08537,1.08513,1.08528,2109
2024-03-05 20:00:00,1.08528,1.08542,1.08489,1.08496,1864
2024-03-05 20:15:00,1.08497,1.08525,1.08492,1.08516,1518
2024-03-05 20:30:00,1.08516,1.08555,1.08512,1.08554,682
2024-03-05 20:45:00,1.08555,1.08584,1.08549,1.08575,929
2024-03-05 21:00:00,1.08576,1.08589,1.08572,1.08573,753
2024-03-05 21:15:00,1.08572,1.08578,1.08567,1.08568,374
2024-03-05 21:30:00,1.08569,1.08569,1.08559,1.08561,1187
2024-03-05 21:45:00,1.08562,1.08568,1.08559,1.0856,1926
2024-03-05 22:00:00,1.0856,1.08568,1.08556,1.08558,193
2024-03-05 22:15:00,1.08557,1.08571,1.08557,1.0857,352
2024-03-05 22:30:00,1.08572,1.08572,1.08557,1.08564,1418
2024-03-05 22:45:00,1.08565,1.0857,1.08557,1.08564,2842
2024-03-05 23:00:00,1.08566,1.08587,1.08556,1.08581,310
2024-03-05 23:15:00,1.08583,1.08583,1.08572,1.08574,315
2024-03-05 23:30:00,1.08574,1.08574,1.08566,1.08566,368
2024-03-05 23:45:00,1.08565,1.08569,1.08554,1.08555,350
2024-03-06 00:00:00,1.08554,1.08556,1.08522,1.08522,596
2024-03-06 00:15:00,1.08521,1.08523,1.08498,1.08515,595
2024-03-06 00:30:00,1.08515,1.08524,1.08506,1.0852,660
2024-03-06 00:45:00,1.08521,1.08522,1.08492,1.08498,850
2024-03-06 01:00:00,1.08497,1.08502,1.08479,1.0848,1908
2024-03-06 01:15:00,1.08481,1.08496,1.08458,1.08459,1917
2024-03-06 01:30:00,1.08459,1.08462,1.08432,1.08446,1717
2024-03-06 01:45:00,1.08446,1.08448,1.08421,1.08438,1231
2024-03-06 02:00:00,1.08439,1.08479,1.08439,1.08477,1049
2024-03-06 02:15:00,1.08478,1.08488,1.08467,1.08468,1496
2024-03-06 02:30:00,1.08468,1.08503,1.0846,1.08501,1073
2024-03-06 02:45:00,1.08502,1.08533,1.08492,1.08526,1194
2024-03-06 03:00:00,1.08526,1.08531,1.08511,1.08523,1931
2024-03-06 03:15:00,1.08523,1.08531,1.08503,1.08519,1315
2024-03-06 03:30:00,1.08518,1.08528,1.08505,1.08506,464
2024-03-06 03:45:00,1.08506,1.08521,1.08503,1.08507,667
2024-03-06 04:00:00,1.08507,1.0852,1.08495,1.08514,1207
2024-03-06 04:15:00,1.08513,1.08514,1.08501,1.08507,670
2024-03-06 04:30:00,1.0851,1.0852,1.08506,1.08509,498
2024-03-06 04:45:00,1.0851,1.08522,1.08502,1.08516,819
2024-03-06 05:00:00,1.08516,1.08538,1.08516,1.08538,1341
2024-03-06 05:15:00,1.08538,1.08544,1.08529,1.08538,686
2024-03-06 05:30:00,1.08538,1.08559,1.08537,1.08553,1174
2024-03-06 05:45:00,1.08553,1.08568,1.08545,1.08551,1360
2024-03-06 06:00:00,1.08551,1.08567,1.08547,1.08562,1650
2024-03-06 06:15:00,1.08562,1.08589,1.08558,1.0857,1500
2024-03-06 06:30:00,1.08571,1.08598,1.08567,1.08594,1118
2024-03-06 06:45:00,1.08594,1.08605,1.0859,1.08594,1037
2024-03-06 07:00:00,1.08594,1.08637,1.08586,1.0863,2359
2024-03-06 07:15:00,1.08629,1.08646,1.08608,1.0863,1372
2024-03-06 07:30:00,1.08628,1.08663,1.08614,1.08639,1753
2024-03-06 07:45:00,1.08639,1.08642,1.08604,1.08619,2361
2024-03-06 08:00:00,1.08619,1.08676,1.08592,1.08673,2440
2024-03-06 08:15:00,1.08672,1.0871,1.08654,1.08662,1871
2024-03-06 08:30:00,1.08663,1.08689,1.08654,1.08681,2594
2024-03-06 08:45:00,1.08679,1.08741,1.08664,1.08731,2139
2024-03-06 09:00:00,1.08731,1.0875,1.08694,1.08699,1655
2024-03-06 09:15:00,1.087,1.08723,1.08699,1.08709,1033
2024-03-06 09:30:00,1.08709,1.08748,1.08709,1.08737,1847
2024-03-06 09:45:00,1.08736,1.08777,1.0873,1.08765,1655
2024-03-06 10:00:00,1.08764,1.08779,1.08751,1.08769,1439
2024-03-06 10:15:00,1.0877,1.08795,1.08767,1.0877,1420
2024-03-06 10:30:00,1.08771,1.08778,1.08734,1.08741,881
2024-03-06 10:45:00,1.0874,1.08775,1.08739,1.08773,737
2024-03-06 11:00:00,1.08773,1.08783,1.08767,1.08781,1110
2024-03-06 11:15:00,1.0878,1.08783,1.08717,1.08723,1189
2024-03-06 11:30:00,1.08723,1.08749,1.08715,1.08739,1668
2024-03-06 11:45:00,1.0874,1.08773,1.08734,1.08757,995
2024-03-06 12:00:00,1.08757,1.08785,1.08753,1.08773,1062
2024-03-06 12:15:00,1.08773,1.08773,1.08746,1.08748,920
2024-03-06 12:30:00,1.08746,1.08756,1.08704,1.08705,2479
2024-03-06 12:45:00,1.08706,1.08725,1.08675,1.08687,2482
2024-03-06 13:00:00,1.08688,1.08748,1.08683,1.08739,3412
2024-03-06 13:15:00,1.08743,1.0877,1.08713,1.08745,4929
2024-03-06 13:30:00,1.08744,1.08826,1.08683,1.08819,8432
2024-03-06 13:45:00,1.08819,1.08848,1.0877,1.08847,4099
2024-03-06 14:00:00,1.08846,1.08879,1.08834,1.08836,3262
2024-03-06 14:15:00,1.08837,1.08878,1.0883,1.0885,2585
2024-03-06 14:30:00,1.08851,1.08888,1.08832,1.08878,2476
2024-03-06 14:45:00,1.08877,1.08894,1.0884,1.08869,3418
2024-03-06 15:00:00,1.08869,1.0889,1.08813,1.08885,7028
2024-03-06 15:15:00,1.08886,1.08919,1.08853,1.08903,4025
2024-03-06 15:30:00,1.08902,1.08973,1.08858,1.08963,5249
2024-03-06 15:45:00,1.08961,1.09087,1.08961,1.09052,4458
2024-03-06 16:00:00,1.09053,1.09053,1.09004,1.09019,4959
2024-03-06 16:15:00,1.0902,1.09056,1.08995,1.09056,3717
2024-03-06 16:30:00,1.09057,1.09087,1.09013,1.0908,5357
2024-03-06 16:45:00,1.0908,1.09149,1.09075,1.09122,3465
2024-03-06 17:00:00,1.09122,1.09153,1.09078,1.09084,4075
2024-03-06 17:15:00,1.09085,1.09124,1.09077,1.09078,2989
2024-03-06 17:30:00,1.09078,1.09104,1.09011,1.09012,4751
2024-03-06 17:45:00,1.09013,1.09031,1.08995,1.09023,2073
2024-03-06 18:00:00,1.09023,1.09053,1.09022,1.0904,1688
2024-03-06 18:15:00,1.09041,1.09076,1.09041,1.09075,1756
2024-03-06 18:30:00,1.09076,1.09077,1.09005,1.09053,2895
2024-03-06 18:45:00,1.09053,1.09059,1.09006,1.09029,3431
2024-03-06 19:00:00,1.09028,1.09028,1.08957,1.08959,4718
2024-03-06 19:15:00,1.08958,1.0898,1.08935,1.08975,2468
2024-03-06 19:30:00,1.08976,1.08988,1.08951,1.08963,1798
2024-03-06 19:45:00,1.08963,1.08982,1.08933,1.08968,2391
2024-03-06 20:00:00,1.08967,1.08978,1.0893,1.08933,2209
2024-03-06 20:15:00,1.08934,1.08958,1.08929,1.08957,2568
2024-03-06 20:30:00,1.08958,1.08965,1.08937,1.08949,1391
2024-03-06 20:45:00,1.08948,1.08994,1.08948,1.0899,2324
2024-03-06 21:00:00,1.08988,1.08995,1.08959,1.0896,652
2024-03-06 21:15:00,1.0896,1.08967,1.08954,1.08959,552
2024-03-06 21:30:00,1.08959,1.08972,1.08953,1.08971,650
2024-03-06 21:45:00,1.08972,1.0899,1.08971,1.0898,441
2024-03-06 22:00:00,1.0898,1.08989,1.08928,1.08987,1289
2024-03-06 22:15:00,1.08988,1.09011,1.08963,1.0898,1326
2024-03-06 22:30:00,1.0898,1.0899,1.08975,1.08985,795
2024-03-06 22:45:00,1.08985,1.08987,1.08972,1.08979,774
2024-03-06 23:00:00,1.08978,1.09013,1.0897,1.08987,707
2024-03-06 23:15:00,1.08986,1.08995,1.08986,1.08994,291
2024-03-06 23:30:00,1.08994,1.09009,1.08991,1.08994,572
2024-03-06 23:45:00,1.08994,1.08999,1.08977,1.08995,482
2024-03-07 00:00:00,1.08994,1.09073,1.08993,1.09059,1227
2024-03-07 00:15:00,1.09058,1.09065,1.09003,1.09009,784
2024-03-07 00:30:00,1.09006,1.09055,1.09003,1.09031,1208
2024-03-07 00:45:00,1.09032,1.09044,1.09015,1.0903,1496
2024-03-07 01:00:00,1.09031,1.09034,1.08989,1.09006,1269
2024-03-07 01:15:00,1.09004,1.09042,1.09004,1.09019,1929
2024-03-07 01:30:00,1.0902,1.0903,1.08989,1.09008,1369
